 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=0.5) m0=10, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00102926 | 0.00375494 | 0.0551936 | 2.52715 | 0.00318 | 0.0177 | 0.000794 | 0.000614 | 0.000833 | 0.0101 |
 |(scale=0.5) m0=10, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00086288 | 0.00320734 | 0.0495891 | 0.969661 | 0.00255 | 0.0147 | 0.000644 | 0.000498 | 0.000652 | 0.00814 |
 |(scale=0.5) m0=10, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00072531 | 0.00274263 | 0.044542 | 1.55891 | 0.00205 | 0.0123 | 0.0005243 | 0.000406 | 0.000511 | 0.00657 |
 |(scale=0.5) m0=10, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.000610146 | 0.00235446 | 0.0401377 | 0.781703 | 0.00164 | 0.0102 | 0.0004269 | 0.0003297 | 0.000401 | 0.0053 |
 |(scale=0.5) m0=10, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.000513793 | 0.00202147 | 0.0363483 | 0.497004 | 0.00132 | 0.00852 | 0.0003483 | 0.000269 | 0.000315 | 0.00428 |
 |(scale=0.5) m0=110, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 5.461 | 10.577 | 352.606 | 1.27501 | 77.2 | 57.6 | 26.11 | 19.63 | 132 | 283 |
 |(scale=0.5) m0=110, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 3.552 | 7.382 | 76.4921 | 1.28303 | 51.3 | 41.3 | 17.079 | 12.45 | 72.5 | 176 |
 |(scale=0.5) m0=110, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 2.4137 | 5.247 | 53.3351 | 1.32198 | 33.9 | 29.6 | 11.154 | 7.95 | 42.4 | 113 |
 |(scale=0.5) m0=110, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 1.6843 | 3.7766 | 29.6074 | 1.41174 | 22.7 | 21.4 | 7.358 | 5.176 | 25.6 | 74.3 |
 |(scale=0.5) m0=110, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 1.1987 | 2.7582 | 18.2316 | 1.58872 | 15.5 | 15.8 | 4.898 | 3.422 | 15.9 | 49.8 |
 |(scale=0.5) m0=110, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.8683 | 2.0402 | 12.1539 | 1.97252 | 10.7 | 11.7 | 3.3 | 2.306 | 10.1 | 34 |
 |(scale=0.5) m0=110, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.6385 | 1.52638 | 8.51566 | 1.31754 | 7.48 | 8.84 | 2.245 | 1.577 | 6.6 | 23.6 |
 |(scale=0.5) m0=110, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.4755 | 1.15297 | 6.19191 | 1.47714 | 5.31 | 6.74 | 1.555 | 1.089 | 4.37 | 16.6 |
 |(scale=0.5) m0=110, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.35865 | 0.88073 | 4.63249 | 1.70383 | 3.8 | 5.18 | 1.0848 | 0.765 | 2.94 | 11.9 |
 |(scale=0.5) m0=110, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.2721 | 0.67841 | 3.55088 | 1.99356 | 2.76 | 4.02 | 0.7675 | 0.543 | 2 | 8.56 |
 |(scale=0.5) m0=110, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.20962 | 0.52656 | 2.76354 | 2.34663 | 2.02 | 3.14 | 0.5478 | 0.3899 | 1.38 | 6.24 |
 |(scale=0.5) m0=110, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.16215 | 0.41146 | 2.18946 | 2.70307 | 1.49 | 2.47 | 0.3951 | 0.2837 | 0.966 | 4.59 |
 |(scale=0.5) m0=110, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.12638 | 0.324406 | 1.75781 | 3.01195 | 1.1 | 1.96 | 0.2883 | 0.2078 | 0.682 | 3.4 |
 |(scale=0.5) m0=110, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.099258 | 0.257068 | 1.42831 | 3.16615 | 0.827 | 1.56 | 0.2118 | 0.1535 | 0.486 | 2.54 |
 |(scale=0.5) m0=110, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.078277 | 0.205046 | 1.17152 | 3.10262 | 0.623 | 1.25 | 0.1568 | 0.1143 | 0.35 | 1.91 |
 |(scale=0.5) m0=110, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.0622 | 0.164433 | 0.96998 | 2.85299 | 0.472 | 1 | 0.117 | 0.0859 | 0.253 | 1.45 |
 |(scale=0.5) m0=110, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.049636 | 0.132482 | 0.810312 | 2.47702 | 0.36 | 0.807 | 0.0882 | 0.0649 | 0.185 | 1.1 |
 |(scale=0.5) m0=110, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.039708 | 0.107413 | 0.681377 | 2.06371 | 0.276 | 0.653 | 0.06683 | 0.0494 | 0.136 | 0.845 |
 |(scale=0.5) m0=110, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.032032 | 0.087379 | 0.575579 | 1.67324 | 0.212 | 0.53 | 0.05092 | 0.03783 | 0.1 | 0.651 |
 |(scale=0.5) m0=110, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.025839 | 0.071382 | 0.489422 | 1.34529 | 0.164 | 0.432 | 0.039 | 0.02913 | 0.0746 | 0.503 |
 |(scale=0.5) m0=110, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.020988 | 0.0585977 | 0.419195 | 1.07065 | 0.127 | 0.353 | 0.03007 | 0.02254 | 0.0557 | 0.391 |
 |(scale=0.5) m0=110, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0170682 | 0.0481955 | 0.36041 | 0.854932 | 0.0988 | 0.289 | 0.02327 | 0.01744 | 0.0418 | 0.304 |
 |(scale=0.5) m0=110, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0139101 | 0.0398717 | 0.311945 | 2.10395 | 0.0772 | 0.237 | 0.01814 | 0.01364 | 0.0315 | 0.238 |
 |(scale=0.5) m0=110, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0114145 | 0.0330284 | 0.269808 | 1.29351 | 0.0604 | 0.195 | 0.01415 | 0.01069 | 0.0239 | 0.187 |
 |(scale=0.5) m0=110, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0093527 | 0.027514 | 0.23553 | 0.950318 | 0.0474 | 0.161 | 0.01111 | 0.00842 | 0.0181 | 0.147 |
 |(scale=0.5) m0=110, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0076956 | 0.0229328 | 0.205535 | 0.73332 | 0.0373 | 0.132 | 0.00874 | 0.00664 | 0.0138 | 0.116 |
 |(scale=0.5) m0=110, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0063463 | 0.0191807 | 0.180255 | 0.583174 | 0.0295 | 0.109 | 0.0069 | 0.00526 | 0.0106 | 0.092 |
 |(scale=0.5) m0=110, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.00524 | 0.0160877 | 0.158516 | 0.473035 | 0.0233 | 0.0905 | 0.005477 | 0.00417 | 0.00813 | 0.073 |
 |(scale=0.5) m0=110, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.004346 | 0.0135382 | 0.139699 | 0.388573 | 0.0185 | 0.075 | 0.004361 | 0.003329 | 0.00626 | 0.0581 |
 |(scale=0.5) m0=110, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.00359851 | 0.0113964 | 0.12354 | 0.323711 | 0.0147 | 0.0622 | 0.003476 | 0.002662 | 0.00483 | 0.0463 |
 |(scale=0.5) m0=110, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.00299836 | 0.0096271 | 0.109434 | 0.272448 | 0.0117 | 0.0516 | 0.002786 | 0.002134 | 0.00373 | 0.037 |
 |(scale=0.5) m0=110, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.00249453 | 0.00814927 | 0.0972449 | 0.230645 | 0.0093 | 0.0428 | 0.002236 | 0.001715 | 0.0029 | 0.0296 |
 |(scale=0.5) m0=110, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.0020811 | 0.00690908 | 0.086455 | 0.197258 | 0.00742 | 0.0356 | 0.001801 | 0.001381 | 0.00225 | 0.0237 |
 |(scale=0.5) m0=110, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00173651 | 0.00587838 | 0.0771539 | 0.170271 | 0.00593 | 0.0296 | 0.001449 | 0.001115 | 0.00175 | 0.019 |
 |(scale=0.5) m0=110, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00145344 | 0.00500846 | 0.0690203 | 0.14765 | 0.00474 | 0.0247 | 0.001171 | 0.000902 | 0.00136 | 0.0153 |
 |(scale=0.5) m0=110, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00121748 | 0.0042695 | 0.0617478 | 0.128288 | 0.0038 | 0.0205 | 0.000948 | 0.00073 | 0.00107 | 0.0123 |
 |(scale=0.5) m0=110, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00102038 | 0.0036466 | 0.0553675 | 0.112307 | 0.00305 | 0.0171 | 0.000769 | 0.000593 | 0.000833 | 0.00991 |
 |(scale=0.5) m0=110, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00085698 | 0.00312001 | 0.0498609 | 0.0987854 | 0.00245 | 0.0142 | 0.000626 | 0.000481 | 0.000652 | 0.00799 |
 |(scale=0.5) m0=110, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00072069 | 0.00267347 | 0.0448014 | 0.0872797 | 0.00197 | 0.0119 | 0.0005092 | 0.000392 | 0.000511 | 0.00645 |
 |(scale=0.5) m0=110, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.000605809 | 0.00229332 | 0.040382 | 0.077332 | 0.00158 | 0.00989 | 0.0004152 | 0.0003202 | 0.000401 | 0.00521 |
 |(scale=0.5) m0=110, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.000510537 | 0.00197132 | 0.0364929 | 0.0688522 | 0.00127 | 0.00825 | 0.000339 | 0.000261 | 0.000315 | 0.00421 |
 |(scale=0.5) m0=120, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 5.405 | 9.924 | 643.794 | 0.85014 | 70.3 | 54.1 | 23.97 | 17.97 | 134 | 275 |
 |(scale=0.5) m0=120, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 3.56 | 6.998 | 79.7302 | 0.8335 | 46.6 | 38.6 | 15.855 | 11.5 | 74.4 | 172 |
 |(scale=0.5) m0=120, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 2.3879 | 4.9969 | 55.4955 | 0.8222 | 31.8 | 28.3 | 10.468 | 7.45 | 42.6 | 111 |
 |(scale=0.5) m0=120, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 1.6664 | 3.6213 | 30.059 | 0.82101 | 21.5 | 20.7 | 6.957 | 4.898 | 25.7 | 72.8 |
 |(scale=0.5) m0=120, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 1.1869 | 2.6576 | 18.591 | 0.82857 | 14.8 | 15.3 | 4.661 | 3.264 | 16 | 48.9 |
 |(scale=0.5) m0=120, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.862 | 1.9732 | 12.3264 | 0.84985 | 10.3 | 11.4 | 3.156 | 2.205 | 10.2 | 33.5 |
 |(scale=0.5) m0=120, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.6317 | 1.48107 | 8.62629 | 0.88139 | 7.22 | 8.62 | 2.162 | 1.51 | 6.6 | 23.3 |
 |(scale=0.5) m0=120, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.47145 | 1.12311 | 6.25754 | 0.92599 | 5.13 | 6.58 | 1.503 | 1.052 | 4.37 | 16.4 |
 |(scale=0.5) m0=120, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.35583 | 0.85826 | 4.67008 | 0.984 | 3.69 | 5.07 | 1.0524 | 0.741 | 2.94 | 11.7 |
 |(scale=0.5) m0=120, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.27105 | 0.66416 | 3.57141 | 1.05081 | 2.68 | 3.94 | 0.7465 | 0.528 | 2 | 8.46 |
 |(scale=0.5) m0=120, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.208 | 0.51544 | 2.78705 | 1.12373 | 1.96 | 3.08 | 0.534 | 0.3805 | 1.38 | 6.17 |
 |(scale=0.5) m0=120, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.16111 | 0.40441 | 2.20197 | 1.19419 | 1.45 | 2.43 | 0.3866 | 0.2767 | 0.966 | 4.54 |
 |(scale=0.5) m0=120, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.12561 | 0.31857 | 1.76749 | 1.25044 | 1.08 | 1.93 | 0.282 | 0.2031 | 0.682 | 3.37 |
 |(scale=0.5) m0=120, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.098585 | 0.252913 | 1.43544 | 1.27564 | 0.81 | 1.53 | 0.2075 | 0.15 | 0.486 | 2.52 |
 |(scale=0.5) m0=120, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.077898 | 0.201913 | 1.17728 | 1.26333 | 0.611 | 1.23 | 0.1546 | 0.1123 | 0.349 | 1.9 |
 |(scale=0.5) m0=120, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.061968 | 0.162219 | 0.973569 | 1.21307 | 0.464 | 0.987 | 0.1149 | 0.0844 | 0.253 | 1.44 |
 |(scale=0.5) m0=120, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.049393 | 0.13075 | 0.813713 | 1.12888 | 0.354 | 0.797 | 0.0868 | 0.0638 | 0.185 | 1.1 |
 |(scale=0.5) m0=120, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.039625 | 0.106102 | 0.68372 | 1.02851 | 0.271 | 0.645 | 0.06585 | 0.0487 | 0.136 | 0.839 |
 |(scale=0.5) m0=120, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.031867 | 0.086378 | 0.577822 | 0.919879 | 0.209 | 0.524 | 0.05026 | 0.03723 | 0.1 | 0.646 |
 |(scale=0.5) m0=120, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.025762 | 0.0706695 | 0.491924 | 0.813698 | 0.161 | 0.427 | 0.03856 | 0.02865 | 0.0745 | 0.5 |
 |(scale=0.5) m0=120, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.0209221 | 0.0578863 | 0.42054 | 0.712081 | 0.125 | 0.349 | 0.02974 | 0.02218 | 0.0557 | 0.388 |
 |(scale=0.5) m0=120, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0170093 | 0.0478142 | 0.362624 | 0.620733 | 0.0975 | 0.286 | 0.02305 | 0.01729 | 0.0418 | 0.303 |
 |(scale=0.5) m0=120, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0138817 | 0.0395295 | 0.312355 | 0.539471 | 0.0762 | 0.235 | 0.01792 | 0.01349 | 0.0315 | 0.237 |
 |(scale=0.5) m0=120, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0113758 | 0.0327362 | 0.271162 | 0.467403 | 0.0597 | 0.193 | 0.01403 | 0.01057 | 0.0239 | 0.186 |
 |(scale=0.5) m0=120, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0093338 | 0.0272628 | 0.235885 | 0.405035 | 0.0469 | 0.159 | 0.011 | 0.00833 | 0.0181 | 0.146 |
 |(scale=0.5) m0=120, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0076739 | 0.0227516 | 0.205882 | 0.351501 | 0.0369 | 0.131 | 0.00867 | 0.00657 | 0.0138 | 0.116 |
 |(scale=0.5) m0=120, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0063245 | 0.0190386 | 0.180379 | 0.305898 | 0.0292 | 0.108 | 0.006856 | 0.00521 | 0.0106 | 0.0916 |
 |(scale=0.5) m0=120, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0052291 | 0.0159766 | 0.158648 | 0.266685 | 0.0231 | 0.0898 | 0.005442 | 0.00415 | 0.00813 | 0.0727 |
 |(scale=0.5) m0=120, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0043341 | 0.0134281 | 0.139919 | 0.232139 | 0.0183 | 0.0744 | 0.004327 | 0.003302 | 0.00625 | 0.0578 |
 |(scale=0.5) m0=120, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.00359262 | 0.0113252 | 0.123661 | 0.20305 | 0.0145 | 0.0617 | 0.003453 | 0.002637 | 0.00483 | 0.0461 |
 |(scale=0.5) m0=120, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.00299459 | 0.00956698 | 0.109651 | 0.178479 | 0.0116 | 0.0512 | 0.002764 | 0.00212 | 0.00373 | 0.0368 |
 |(scale=0.5) m0=120, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.0024886 | 0.00810896 | 0.0973578 | 0.15724 | 0.00921 | 0.0425 | 0.002214 | 0.001702 | 0.00289 | 0.0295 |
 |(scale=0.5) m0=120, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00207713 | 0.00686887 | 0.0866687 | 0.13927 | 0.00735 | 0.0354 | 0.001789 | 0.001371 | 0.00225 | 0.0236 |
 |(scale=0.5) m0=120, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00173453 | 0.00585317 | 0.0772611 | 0.122863 | 0.00588 | 0.0294 | 0.001437 | 0.001106 | 0.00175 | 0.019 |
 |(scale=0.5) m0=120, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00145148 | 0.00497444 | 0.0691259 | 0.109105 | 0.0047 | 0.0245 | 0.001163 | 0.000895 | 0.00136 | 0.0152 |
 |(scale=0.5) m0=120, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00121551 | 0.00424049 | 0.0618561 | 0.0972607 | 0.00377 | 0.0204 | 0.000942 | 0.000725 | 0.00107 | 0.0123 |
 |(scale=0.5) m0=120, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00101943 | 0.0036246 | 0.0555836 | 0.0867862 | 0.00302 | 0.017 | 0.000765 | 0.000589 | 0.000833 | 0.00988 |
 |(scale=0.5) m0=120, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.000855 | 0.003099 | 0.0498664 | 0.0776778 | 0.00243 | 0.0142 | 0.000622 | 0.000479 | 0.000652 | 0.00797 |
 |(scale=0.5) m0=120, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.0007186 | 0.00266036 | 0.0449147 | 0.0696486 | 0.00195 | 0.0118 | 0.0005058 | 0.00039 | 0.000511 | 0.00643 |
 |(scale=0.5) m0=120, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.000605611 | 0.00228131 | 0.0403962 | 0.0626783 | 0.00157 | 0.00983 | 0.0004129 | 0.0003178 | 0.000401 | 0.00519 |
 |(scale=0.5) m0=120, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.000509342 | 0.00196032 | 0.0365928 | 0.0565119 | 0.00126 | 0.00819 | 0.0003377 | 0.0002597 | 0.000315 | 0.00419 |
 |(scale=0.5) m0=130, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 4.747 | 9.327 | 97.3523 | 2.61073 | 64.7 | 50 | 15.678 | 16.8 | 111 | 241 |
 |(scale=0.5) m0=130, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 3.2322 | 6.8422 | 60.4584 | 21.891 | 46 | 38 | 11.639 | 11.14 | 65.8 | 161 |
 |(scale=0.5) m0=130, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 2.3958 | 4.7549 | 58.0367 | 0.56681 | 29.1 | 26.6 | 9.782 | 6.95 | 43.6 | 108 |
 |(scale=0.5) m0=130, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 1.6522 | 3.4651 | 30.9479 | 0.554 | 20.3 | 19.8 | 6.547 | 4.608 | 25.8 | 71.3 |
 |(scale=0.5) m0=130, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 1.1742 | 2.5539 | 19.0013 | 0.5433 | 14 | 14.7 | 4.424 | 3.096 | 16 | 48 |
 |(scale=0.5) m0=130, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.8516 | 1.9052 | 12.539 | 0.53518 | 9.8 | 11.1 | 3.011 | 2.103 | 10.2 | 32.9 |
 |(scale=0.5) m0=130, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.6271 | 1.43276 | 8.73187 | 0.53045 | 6.93 | 8.39 | 2.079 | 1.453 | 6.61 | 22.9 |
 |(scale=0.5) m0=130, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.4681 | 1.09024 | 6.32592 | 0.52713 | 4.95 | 6.42 | 1.451 | 1.014 | 4.37 | 16.2 |
 |(scale=0.5) m0=130, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.35215 | 0.83668 | 4.71863 | 0.52525 | 3.57 | 4.96 | 1.0178 | 0.718 | 2.94 | 11.6 |
 |(scale=0.5) m0=130, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.26873 | 0.64682 | 3.60398 | 0.52382 | 2.6 | 3.86 | 0.7244 | 0.513 | 2 | 8.35 |
 |(scale=0.5) m0=130, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.20661 | 0.50401 | 2.80105 | 0.52277 | 1.91 | 3.02 | 0.5203 | 0.3699 | 1.38 | 6.09 |
 |(scale=0.5) m0=130, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.16018 | 0.39626 | 2.21769 | 0.51936 | 1.42 | 2.39 | 0.377 | 0.2696 | 0.966 | 4.49 |
 |(scale=0.5) m0=130, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.12486 | 0.312543 | 1.77818 | 0.51432 | 1.06 | 1.89 | 0.2756 | 0.1984 | 0.682 | 3.33 |
 |(scale=0.5) m0=130, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.098218 | 0.248459 | 1.44364 | 0.50474 | 0.792 | 1.51 | 0.2032 | 0.1475 | 0.486 | 2.49 |
 |(scale=0.5) m0=130, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.077519 | 0.19868 | 1.18218 | 0.4917 | 0.598 | 1.21 | 0.1514 | 0.1101 | 0.349 | 1.88 |
 |(scale=0.5) m0=130, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.061534 | 0.159586 | 0.979213 | 0.473905 | 0.455 | 0.973 | 0.1137 | 0.0828 | 0.253 | 1.42 |
 |(scale=0.5) m0=130, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.049117 | 0.128837 | 0.81619 | 0.452553 | 0.347 | 0.786 | 0.08542 | 0.0627 | 0.185 | 1.09 |
 |(scale=0.5) m0=130, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.039443 | 0.10459 | 0.686081 | 0.428326 | 0.266 | 0.637 | 0.06487 | 0.0478 | 0.136 | 0.832 |
 |(scale=0.5) m0=130, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.031792 | 0.085267 | 0.580077 | 0.401253 | 0.205 | 0.518 | 0.0495 | 0.03671 | 0.1 | 0.641 |
 |(scale=0.5) m0=130, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.025616 | 0.069767 | 0.493428 | 0.373252 | 0.159 | 0.422 | 0.03801 | 0.02827 | 0.0745 | 0.496 |
 |(scale=0.5) m0=130, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.0208141 | 0.0572549 | 0.421995 | 0.34434 | 0.123 | 0.345 | 0.02931 | 0.02192 | 0.0557 | 0.385 |
 |(scale=0.5) m0=130, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0169518 | 0.0472219 | 0.362943 | 0.315135 | 0.0961 | 0.283 | 0.02272 | 0.01705 | 0.0418 | 0.301 |
 |(scale=0.5) m0=130, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0138334 | 0.0391673 | 0.312867 | 0.286834 | 0.0751 | 0.232 | 0.0177 | 0.01332 | 0.0315 | 0.235 |
 |(scale=0.5) m0=130, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0113373 | 0.032424 | 0.271567 | 0.260315 | 0.0589 | 0.191 | 0.01382 | 0.01046 | 0.0239 | 0.185 |
 |(scale=0.5) m0=130, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0092943 | 0.0270107 | 0.23614 | 0.236418 | 0.0463 | 0.157 | 0.01088 | 0.00824 | 0.0181 | 0.146 |
 |(scale=0.5) m0=130, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0076705 | 0.0225404 | 0.20632 | 0.213224 | 0.0365 | 0.13 | 0.00858 | 0.00651 | 0.0138 | 0.115 |
 |(scale=0.5) m0=130, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0063132 | 0.0188685 | 0.180815 | 0.192411 | 0.0288 | 0.107 | 0.006789 | 0.00516 | 0.0106 | 0.0911 |
 |(scale=0.5) m0=130, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0052285 | 0.0158366 | 0.158976 | 0.173177 | 0.0228 | 0.089 | 0.005387 | 0.00411 | 0.00813 | 0.0723 |
 |(scale=0.5) m0=130, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0043193 | 0.0133368 | 0.14004 | 0.155366 | 0.0181 | 0.0737 | 0.004293 | 0.003276 | 0.00625 | 0.0576 |
 |(scale=0.5) m0=130, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.00358882 | 0.0112451 | 0.123777 | 0.139976 | 0.0144 | 0.0612 | 0.00343 | 0.002622 | 0.00483 | 0.0459 |
 |(scale=0.5) m0=130, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.00298059 | 0.00950686 | 0.109664 | 0.126281 | 0.0114 | 0.0508 | 0.002741 | 0.002106 | 0.00373 | 0.0367 |
 |(scale=0.5) m0=130, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.00248274 | 0.00804884 | 0.0974729 | 0.113649 | 0.00912 | 0.0422 | 0.002202 | 0.001689 | 0.00289 | 0.0293 |
 |(scale=0.5) m0=130, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00207219 | 0.00682876 | 0.0867791 | 0.102579 | 0.00728 | 0.0351 | 0.001768 | 0.00136 | 0.00225 | 0.0235 |
 |(scale=0.5) m0=130, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00173067 | 0.00580705 | 0.0773734 | 0.092438 | 0.00582 | 0.0292 | 0.001426 | 0.001098 | 0.00175 | 0.0189 |
