 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=1.0) m0=810, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.00886644 | 0.00549266 | 0.252609 | 2.0062e-05 | 0.00463 | 0.0302 | 0.005342 | 0.000556 | 0.0453 | 0.0911 |
 |(scale=1.0) m0=810, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.00762752 | 0.00497072 | 0.217036 | 1.97748e-05 | 0.0041 | 0.0272 | 0.004641 | 0.0004878 | 0.0355 | 0.0769 |
 |(scale=1.0) m0=810, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.00654086 | 0.00449334 | 0.187047 | 1.94681e-05 | 0.00362 | 0.0244 | 0.004025 | 0.0004277 | 0.028 | 0.065 |
 |(scale=1.0) m0=810, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.00561953 | 0.00405954 | 0.161513 | 1.91817e-05 | 0.00319 | 0.0219 | 0.003493 | 0.0003758 | 0.0222 | 0.0549 |
 |(scale=1.0) m0=810, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00483415 | 0.00367016 | 0.140151 | 1.88773e-05 | 0.00281 | 0.0197 | 0.003034 | 0.0003289 | 0.0176 | 0.0465 |
 |(scale=1.0) m0=810, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00416675 | 0.00332038 | 0.121623 | 1.85937e-05 | 0.00248 | 0.0176 | 0.00264 | 0.000288 | 0.014 | 0.0394 |
 |(scale=1.0) m0=810, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00359196 | 0.00299197 | 0.106045 | 1.82801e-05 | 0.00218 | 0.0158 | 0.002288 | 0.0002519 | 0.0112 | 0.0334 |
 |(scale=1.0) m0=810, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00310682 | 0.00270193 | 0.0927033 | 1.7977e-05 | 0.00191 | 0.0141 | 0.001989 | 0.0002207 | 0.00896 | 0.0284 |
 |(scale=1.0) m0=810, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00268116 | 0.00244221 | 0.0811865 | 1.76645e-05 | 0.00168 | 0.0126 | 0.001733 | 0.0001931 | 0.00722 | 0.0241 |
 |(scale=1.0) m0=810, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00231992 | 0.00220382 | 0.0713016 | 1.73734e-05 | 0.00147 | 0.0113 | 0.0015085 | 0.0001691 | 0.0058 | 0.0205 |
 |(scale=1.0) m0=810, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00200904 | 0.00198875 | 0.0627375 | 1.70807e-05 | 0.00129 | 0.0101 | 0.0013159 | 0.0001477 | 0.00467 | 0.0174 |
 |(scale=1.0) m0=810, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00173745 | 0.00179489 | 0.0552778 | 1.67495e-05 | 0.00113 | 0.00897 | 0.0011449 | 0.0001288 | 0.00377 | 0.0148 |
 |(scale=1.0) m0=810, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00150613 | 0.00162023 | 0.0488335 | 1.64576e-05 | 0.000988 | 0.008 | 0.0009933 | 0.0001125 | 0.00305 | 0.0126 |
 |(scale=1.0) m0=810, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.001305 | 0.00146278 | 0.0431671 | 1.61569e-05 | 0.000864 | 0.00712 | 0.000865 | 9.89e-05 | 0.00247 | 0.0107 |
 |(scale=1.0) m0=810, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00113307 | 0.00131849 | 0.0383412 | 1.58465e-05 | 0.000755 | 0.00634 | 0.0007547 | 8.63e-05 | 0.00201 | 0.00912 |
 |(scale=1.0) m0=810, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.000983266 | 0.00119035 | 0.03405 | 1.55354e-05 | 0.00066 | 0.00564 | 0.0006573 | 7.52e-05 | 0.00163 | 0.00777 |
 |(scale=1.0) m0=810, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.000852602 | 0.00107334 | 0.0302885 | 1.52554e-05 | 0.000576 | 0.00501 | 0.0005737 | 6.55e-05 | 0.00133 | 0.00662 |
 |(scale=1.0) m0=810, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.000742441 | 0.000969456 | 0.0269536 | 1.49367e-05 | 0.000502 | 0.00445 | 0.0004998 | 5.71e-05 | 0.00108 | 0.00565 |
 |(scale=1.0) m0=810, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.000644767 | 0.00087468 | 0.0240381 | 1.4628e-05 | 0.000438 | 0.00395 | 0.0004366 | 4.96e-05 | 0.000886 | 0.00482 |
 |(scale=1.0) m0=820, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 0.388878 | 0.0323237 | 60.9136 | 2.2126e-05 | 0.0337 | 0.165 | 0.07237 | 0.005623 | 69 | 5.56 |
 |(scale=1.0) m0=820, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 0.317502 | 0.0305444 | 36.9573 | 2.202e-05 | 0.0321 | 0.159 | 0.07246 | 0.005243 | 41.8 | 4.47 |
 |(scale=1.0) m0=820, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 0.260385 | 0.0287758 | 24.0627 | 2.1921e-05 | 0.0304 | 0.151 | 0.06756 | 0.00485 | 26.1 | 3.61 |
 |(scale=1.0) m0=820, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.214422 | 0.0269859 | 16.4895 | 2.1803e-05 | 0.0282 | 0.144 | 0.0638 | 0.004478 | 16.8 | 2.92 |
 |(scale=1.0) m0=820, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.177998 | 0.025286 | 11.7087 | 2.1706e-05 | 0.0264 | 0.136 | 0.05651 | 0.004106 | 11 | 2.38 |
 |(scale=1.0) m0=820, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.147608 | 0.0235669 | 8.53414 | 2.1604e-05 | 0.0246 | 0.128 | 0.04994 | 0.003744 | 7.41 | 1.95 |
 |(scale=1.0) m0=820, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.12305 | 0.0219078 | 6.36991 | 2.1486e-05 | 0.0228 | 0.12 | 0.04428 | 0.003403 | 5.06 | 1.6 |
 |(scale=1.0) m0=820, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.102818 | 0.0203189 | 4.8446 | 2.1348e-05 | 0.021 | 0.112 | 0.03925 | 0.003084 | 3.51 | 1.31 |
 |(scale=1.0) m0=820, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.0863054 | 0.0187811 | 3.73816 | 2.12e-05 | 0.0193 | 0.104 | 0.03463 | 0.002786 | 2.47 | 1.08 |
 |(scale=1.0) m0=820, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.0724103 | 0.0173336 | 2.92753 | 2.1022e-05 | 0.0177 | 0.0963 | 0.03053 | 0.002499 | 1.75 | 0.895 |
 |(scale=1.0) m0=820, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.0609504 | 0.0159473 | 2.326 | 2.0856e-05 | 0.0161 | 0.0889 | 0.02685 | 0.002245 | 1.26 | 0.741 |
 |(scale=1.0) m0=820, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.0512836 | 0.014652 | 1.85942 | 2.06832e-05 | 0.0146 | 0.0818 | 0.02349 | 0.002013 | 0.921 | 0.615 |
 |(scale=1.0) m0=820, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.0434452 | 0.0134373 | 1.50157 | 2.0479e-05 | 0.0133 | 0.0751 | 0.02054 | 0.001792 | 0.677 | 0.512 |
 |(scale=1.0) m0=820, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.0367579 | 0.0123036 | 1.22451 | 2.02783e-05 | 0.012 | 0.0688 | 0.01801 | 0.001594 | 0.501 | 0.427 |
 |(scale=1.0) m0=820, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.0311173 | 0.0112309 | 1.00367 | 2.006e-05 | 0.0108 | 0.0628 | 0.015689 | 0.001418 | 0.374 | 0.356 |
 |(scale=1.0) m0=820, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0263926 | 0.0102691 | 0.829763 | 1.98482e-05 | 0.0097 | 0.0573 | 0.013683 | 0.001264 | 0.281 | 0.298 |
 |(scale=1.0) m0=820, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.0224537 | 0.00934812 | 0.689491 | 1.96132e-05 | 0.00869 | 0.0521 | 0.011889 | 0.001115 | 0.213 | 0.249 |
 |(scale=1.0) m0=820, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0191492 | 0.00850834 | 0.57669 | 1.93833e-05 | 0.00777 | 0.0474 | 0.010335 | 0.000987 | 0.162 | 0.209 |
 |(scale=1.0) m0=820, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0163286 | 0.00774911 | 0.485236 | 1.91484e-05 | 0.00694 | 0.0429 | 0.008968 | 0.000871 | 0.124 | 0.175 |
 |(scale=1.0) m0=820, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0139314 | 0.00703078 | 0.410282 | 1.89052e-05 | 0.00618 | 0.0389 | 0.007802 | 0.000768 | 0.0958 | 0.148 |
 |(scale=1.0) m0=820, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0119067 | 0.00639335 | 0.347179 | 1.86659e-05 | 0.0055 | 0.0351 | 0.006788 | 0.000677 | 0.0741 | 0.124 |
 |(scale=1.0) m0=820, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0101846 | 0.0057865 | 0.296199 | 1.8408e-05 | 0.00488 | 0.0317 | 0.005899 | 0.000596 | 0.0577 | 0.105 |
 |(scale=1.0) m0=820, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.00873437 | 0.00524833 | 0.253712 | 1.81521e-05 | 0.00433 | 0.0286 | 0.005125 | 0.000524 | 0.0451 | 0.0882 |
 |(scale=1.0) m0=820, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.00748962 | 0.00475473 | 0.217042 | 1.7896e-05 | 0.00383 | 0.0257 | 0.004457 | 0.0004609 | 0.0355 | 0.0745 |
 |(scale=1.0) m0=820, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.00643648 | 0.00430671 | 0.187146 | 1.7623e-05 | 0.00339 | 0.0232 | 0.003872 | 0.0004047 | 0.0279 | 0.063 |
 |(scale=1.0) m0=820, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.00553632 | 0.00389125 | 0.161735 | 1.73793e-05 | 0.00299 | 0.0208 | 0.003362 | 0.0003546 | 0.0221 | 0.0533 |
 |(scale=1.0) m0=820, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00476618 | 0.00352525 | 0.140179 | 1.71074e-05 | 0.00264 | 0.0187 | 0.002926 | 0.0003114 | 0.0175 | 0.0451 |
 |(scale=1.0) m0=820, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00410389 | 0.00318768 | 0.121871 | 1.68355e-05 | 0.00232 | 0.0167 | 0.002542 | 0.000273 | 0.0139 | 0.0383 |
 |(scale=1.0) m0=820, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00354027 | 0.00287957 | 0.106294 | 1.65643e-05 | 0.00204 | 0.015 | 0.002212 | 0.0002385 | 0.0111 | 0.0325 |
 |(scale=1.0) m0=820, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00305923 | 0.00260269 | 0.0929673 | 1.62936e-05 | 0.0018 | 0.0134 | 0.001924 | 0.0002096 | 0.00893 | 0.0276 |
 |(scale=1.0) m0=820, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.0026497 | 0.00235114 | 0.081359 | 1.60334e-05 | 0.00158 | 0.012 | 0.001678 | 0.0001834 | 0.00719 | 0.0235 |
 |(scale=1.0) m0=820, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00228954 | 0.00212393 | 0.0714721 | 1.57538e-05 | 0.00139 | 0.0107 | 0.0014542 | 0.0001598 | 0.00578 | 0.0199 |
 |(scale=1.0) m0=820, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00198172 | 0.00191796 | 0.0628085 | 1.54645e-05 | 0.00122 | 0.00959 | 0.0012723 | 0.0001397 | 0.00465 | 0.0169 |
 |(scale=1.0) m0=820, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.0017142 | 0.00173318 | 0.0553653 | 1.51954e-05 | 0.00107 | 0.00856 | 0.0011018 | 0.0001226 | 0.00376 | 0.0144 |
 |(scale=1.0) m0=820, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00148491 | 0.00156363 | 0.0489271 | 1.49148e-05 | 0.000933 | 0.00763 | 0.0009627 | 0.0001071 | 0.00304 | 0.0123 |
 |(scale=1.0) m0=820, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00128783 | 0.00141225 | 0.0433542 | 1.46605e-05 | 0.000817 | 0.0068 | 0.0008397 | 9.36e-05 | 0.00246 | 0.0104 |
 |(scale=1.0) m0=820, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00111791 | 0.00127503 | 0.038436 | 1.43782e-05 | 0.000714 | 0.00605 | 0.0007317 | 8.23e-05 | 0.002 | 0.00889 |
 |(scale=1.0) m0=820, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.000970148 | 0.00114996 | 0.0340525 | 1.41092e-05 | 0.000624 | 0.00539 | 0.0006386 | 7.18e-05 | 0.00163 | 0.00758 |
 |(scale=1.0) m0=820, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.000843507 | 0.00104 | 0.0303048 | 1.38315e-05 | 0.000545 | 0.00479 | 0.0005573 | 6.27e-05 | 0.00132 | 0.00646 |
 |(scale=1.0) m0=820, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.000733355 | 0.00093817 | 0.0270725 | 1.35638e-05 | 0.000476 | 0.00426 | 0.0004866 | 5.46e-05 | 0.00108 | 0.00551 |
 |(scale=1.0) m0=820, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.0006388 | 0.000847429 | 0.0241579 | 1.32973e-05 | 0.000415 | 0.00378 | 0.0004245 | 4.76e-05 | 0.000881 | 0.0047 |
 |(scale=1.0) m0=830, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 0.376929 | 0.0302097 | 60.3526 | 1.9952e-05 | 0.0305 | 0.153 | 0.05997 | 0.005151 | 68.9 | 5.29 |
 |(scale=1.0) m0=830, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 0.307279 | 0.0286231 | 36.6412 | 1.9851e-05 | 0.0291 | 0.146 | 0.06689 | 0.004805 | 41.6 | 4.25 |
 |(scale=1.0) m0=830, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 0.252887 | 0.0269263 | 23.9185 | 1.9758e-05 | 0.0276 | 0.14 | 0.06282 | 0.004457 | 26.1 | 3.44 |
 |(scale=1.0) m0=830, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.208538 | 0.0253282 | 16.3578 | 1.9687e-05 | 0.0257 | 0.133 | 0.05957 | 0.004109 | 16.8 | 2.79 |
 |(scale=1.0) m0=830, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.172629 | 0.0237209 | 11.6153 | 1.9584e-05 | 0.024 | 0.126 | 0.05331 | 0.003771 | 11 | 2.27 |
 |(scale=1.0) m0=830, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.143854 | 0.0221437 | 8.49719 | 1.9487e-05 | 0.0224 | 0.119 | 0.04706 | 0.003454 | 7.39 | 1.86 |
 |(scale=1.0) m0=830, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.120004 | 0.0206063 | 6.35539 | 1.9382e-05 | 0.0208 | 0.111 | 0.04173 | 0.003148 | 5.04 | 1.53 |
 |(scale=1.0) m0=830, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.10038 | 0.0191201 | 4.83138 | 1.9263e-05 | 0.0192 | 0.104 | 0.03701 | 0.002852 | 3.5 | 1.26 |
 |(scale=1.0) m0=830, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.0840736 | 0.0176941 | 3.73401 | 1.9131e-05 | 0.0177 | 0.0968 | 0.03271 | 0.002578 | 2.46 | 1.04 |
 |(scale=1.0) m0=830, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.0707847 | 0.0163481 | 2.92399 | 1.9005e-05 | 0.0162 | 0.0897 | 0.02883 | 0.002325 | 1.75 | 0.859 |
 |(scale=1.0) m0=830, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.0594689 | 0.0150535 | 2.32387 | 1.8839e-05 | 0.0148 | 0.0829 | 0.02536 | 0.002084 | 1.26 | 0.712 |
 |(scale=1.0) m0=830, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.050205 | 0.0138594 | 1.85755 | 1.86852e-05 | 0.0135 | 0.0764 | 0.02231 | 0.001865 | 0.918 | 0.592 |
 |(scale=1.0) m0=830, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.0424409 | 0.0127162 | 1.50082 | 1.8507e-05 | 0.0122 | 0.0703 | 0.01957 | 0.001668 | 0.676 | 0.493 |
 |(scale=1.0) m0=830, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.0359749 | 0.0116536 | 1.22393 | 1.83121e-05 | 0.0111 | 0.0644 | 0.017047 | 0.001492 | 0.499 | 0.411 |
 |(scale=1.0) m0=830, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.0304274 | 0.010662 | 1.00424 | 1.81382e-05 | 0.00998 | 0.0589 | 0.014937 | 0.001328 | 0.373 | 0.343 |
 |(scale=1.0) m0=830, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0258844 | 0.00974126 | 0.829402 | 1.79407e-05 | 0.00898 | 0.0538 | 0.013038 | 0.001177 | 0.28 | 0.287 |
 |(scale=1.0) m0=830, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.022027 | 0.00888127 | 0.690172 | 1.77495e-05 | 0.00805 | 0.049 | 0.01135 | 0.001044 | 0.212 | 0.241 |
 |(scale=1.0) m0=830, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0187636 | 0.00809214 | 0.577404 | 1.75335e-05 | 0.00721 | 0.0446 | 0.009873 | 0.000924 | 0.162 | 0.202 |
 |(scale=1.0) m0=830, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0160141 | 0.0073638 | 0.485129 | 1.73205e-05 | 0.00644 | 0.0404 | 0.008567 | 0.000817 | 0.124 | 0.169 |
 |(scale=1.0) m0=830, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0136676 | 0.00671606 | 0.410083 | 1.70919e-05 | 0.00575 | 0.0366 | 0.007465 | 0.000722 | 0.0955 | 0.143 |
 |(scale=1.0) m0=830, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0116837 | 0.0060892 | 0.347129 | 1.68748e-05 | 0.00512 | 0.0332 | 0.006506 | 0.000636 | 0.0739 | 0.12 |
 |(scale=1.0) m0=830, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0100221 | 0.00552582 | 0.296148 | 1.66591e-05 | 0.00455 | 0.03 | 0.00566 | 0.000561 | 0.0575 | 0.101 |
 |(scale=1.0) m0=830, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.00858216 | 0.00502711 | 0.253688 | 1.64252e-05 | 0.00404 | 0.027 | 0.004919 | 0.000494 | 0.045 | 0.0855 |
 |(scale=1.0) m0=830, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.00737201 | 0.00455297 | 0.217251 | 1.62017e-05 | 0.00358 | 0.0244 | 0.004283 | 0.0004345 | 0.0353 | 0.0722 |
 |(scale=1.0) m0=830, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.00633209 | 0.0041223 | 0.187577 | 1.59706e-05 | 0.00317 | 0.0219 | 0.003721 | 0.0003821 | 0.0278 | 0.0611 |
 |(scale=1.0) m0=830, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.00545515 | 0.00373321 | 0.161967 | 1.57195e-05 | 0.0028 | 0.0197 | 0.003242 | 0.0003356 | 0.022 | 0.0517 |
 |(scale=1.0) m0=830, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00469122 | 0.00338648 | 0.140421 | 1.54902e-05 | 0.00247 | 0.0177 | 0.002817 | 0.0002941 | 0.0174 | 0.0438 |
 |(scale=1.0) m0=830, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00404207 | 0.00305811 | 0.122121 | 1.52407e-05 | 0.00218 | 0.0159 | 0.002455 | 0.0002583 | 0.0139 | 0.0371 |
 |(scale=1.0) m0=830, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00348861 | 0.00276818 | 0.106353 | 1.5011e-05 | 0.00192 | 0.0142 | 0.002135 | 0.0002262 | 0.0111 | 0.0315 |
 |(scale=1.0) m0=830, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00301169 | 0.00250449 | 0.0930184 | 1.47627e-05 | 0.00169 | 0.0128 | 0.001858 | 0.0001988 | 0.00888 | 0.0268 |
 |(scale=1.0) m0=830, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00260424 | 0.00226511 | 0.0814167 | 1.45228e-05 | 0.00149 | 0.0114 | 0.001613 | 0.0001739 | 0.00714 | 0.0228 |
 |(scale=1.0) m0=830, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00225818 | 0.00204704 | 0.0715372 | 1.42654e-05 | 0.00131 | 0.0102 | 0.0014102 | 0.0001526 | 0.00576 | 0.0194 |
 |(scale=1.0) m0=830, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00195343 | 0.00184918 | 0.062881 | 1.40254e-05 | 0.00115 | 0.00913 | 0.0012288 | 0.0001328 | 0.00464 | 0.0165 |
 |(scale=1.0) m0=830, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00169193 | 0.00167152 | 0.0554433 | 1.37867e-05 | 0.00101 | 0.00815 | 0.0010688 | 0.0001165 | 0.00374 | 0.014 |
 |(scale=1.0) m0=830, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.0014657 | 0.00151104 | 0.0490292 | 1.35353e-05 | 0.000881 | 0.00727 | 0.0009321 | 0.000102 | 0.00302 | 0.0119 |
 |(scale=1.0) m0=830, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00127265 | 0.00136475 | 0.0433545 | 1.33061e-05 | 0.000771 | 0.00649 | 0.0008135 | 8.92e-05 | 0.00245 | 0.0102 |
 |(scale=1.0) m0=830, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00110477 | 0.00123261 | 0.03844 | 1.3044e-05 | 0.000675 | 0.00578 | 0.0007098 | 7.85e-05 | 0.00199 | 0.00866 |
 |(scale=1.0) m0=830, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.000959031 | 0.00111358 | 0.0342484 | 1.28053e-05 | 0.000591 | 0.00515 | 0.000619 | 6.86e-05 | 0.00162 | 0.00738 |
 |(scale=1.0) m0=830, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.000832406 | 0.00100568 | 0.0304205 | 1.25666e-05 | 0.000516 | 0.00458 | 0.0005409 | 5.98e-05 | 0.00132 | 0.0063 |
 |(scale=1.0) m0=830, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.000724175 | 0.000908884 | 0.0271008 | 1.23221e-05 | 0.000451 | 0.00407 | 0.0004724 | 5.22e-05 | 0.00108 | 0.00537 |
 |(scale=1.0) m0=830, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.000630834 | 0.000820188 | 0.0241782 | 1.20858e-05 | 0.000393 | 0.00362 | 0.0004125 | 4.55e-05 | 0.000878 | 0.00458 |
 |(scale=1.0) m0=840, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 0.365002 | 0.0282901 | 59.8016 | 1.8002e-05 | 0.0277 | 0.141 | 0.0729 | 0.004716 | 68.6 | 5.03 |
 |(scale=1.0) m0=840, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 0.297868 | 0.0267752 | 36.3263 | 1.7901e-05 | 0.0264 | 0.135 | 0.06165 | 0.004403 | 41.6 | 4.05 |
 |(scale=1.0) m0=840, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 0.245693 | 0.0252698 | 23.7768 | 1.7842e-05 | 0.0251 | 0.129 | 0.05839 | 0.00409 | 26 | 3.28 |
 |(scale=1.0) m0=840, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.202761 | 0.0237546 | 16.3238 | 1.7763e-05 | 0.0234 | 0.123 | 0.05566 | 0.003776 | 16.7 | 2.66 |
 |(scale=1.0) m0=840, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.167966 | 0.022269 | 11.5864 | 1.7655e-05 | 0.0219 | 0.117 | 0.05042 | 0.003472 | 11 | 2.17 |
 |(scale=1.0) m0=840, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.139799 | 0.0208033 | 8.49146 | 1.7592e-05 | 0.0205 | 0.11 | 0.04429 | 0.003179 | 7.37 | 1.78 |
 |(scale=1.0) m0=840, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.116658 | 0.0193775 | 6.33124 | 1.7512e-05 | 0.019 | 0.103 | 0.03928 | 0.002906 | 5.03 | 1.46 |
 |(scale=1.0) m0=840, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.0977432 | 0.0180131 | 4.81833 | 1.7399e-05 | 0.0176 | 0.0967 | 0.03488 | 0.002634 | 3.5 | 1.2 |
 |(scale=1.0) m0=840, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.0821437 | 0.0166876 | 3.72987 | 1.7292e-05 | 0.0162 | 0.0901 | 0.0309 | 0.002383 | 2.46 | 0.995 |
 |(scale=1.0) m0=840, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.0690592 | 0.015434 | 2.92034 | 1.7157e-05 | 0.0149 | 0.0836 | 0.02723 | 0.002154 | 1.75 | 0.824 |
 |(scale=1.0) m0=840, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.0581285 | 0.0142306 | 2.31171 | 1.70196e-05 | 0.0136 | 0.0774 | 0.02397 | 0.001936 | 1.26 | 0.684 |
 |(scale=1.0) m0=840, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.0490577 | 0.0130977 | 1.85471 | 1.68713e-05 | 0.0124 | 0.0714 | 0.02113 | 0.00174 | 0.915 | 0.569 |
 |(scale=1.0) m0=840, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.0416371 | 0.0120456 | 1.50015 | 1.67201e-05 | 0.0113 | 0.0657 | 0.01851 | 0.001555 | 0.674 | 0.474 |
 |(scale=1.0) m0=840, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.0352242 | 0.0110544 | 1.22342 | 1.65618e-05 | 0.0102 | 0.0603 | 0.016191 | 0.001392 | 0.5 | 0.395 |
